,tv,radio,social_media,influencer,sales
2307,69000.0,15620.13,969.79,Nano,242729.23
2308,92000.0,32317.05,4646.32,Nano,328326.13
2309,85000.0,27900.79,2420.8,Macro,306380.01
2310,62000.0,13482.92,2810.26,Macro,215124.03
2311,32000.0,8072.38,3938.81,Nano,108533.58
2312,57000.0,16966.18,4938.31,Nano,202882.58
2313,37000.0,13527.68,1309.44,Micro,134697.12
2314,100000.0,27779.9,5280.72,Mega,359038.84
2315,30000.0,4328.54,477.26,Micro,102350.79
2316,25000.0,5488.76,394.93,Macro,91877.64
2317,26000.0,2881.75,1830.34,Nano,96049.5
2318,73000.0,32169.4,6718.19,Nano,264139.9
2319,25000.0,4590.91,1016.8,Mega,91085.33
2320,95000.0,31357.29,9619.58,Nano,336416.64
2321,20000.0,3594.37,189.19,Micro,71900.33
2322,29000.0,7615.69,1294.08,Macro,107695.4
2323,66000.0,25375.7,5073.87,Micro,237570.23
2324,69000.0,22446.65,6654.6,Mega,243814.4
2325,43000.0,18672.69,1532.24,Micro,154485.38
2326,63000.0,20178.22,653.84,Macro,227551.04
2327,42000.0,22000.42,2830.15,Micro,149191.7
2328,40000.0,9383.68,1622.31,Nano,144295.5
2329,32000.0,12082.57,365.61,Macro,112275.61
2330,40000.0,13802.14,4654.44,Nano,144403.57
2331,90000.0,32328.94,6664.55,Macro,325067.47
2332,47000.0,19085.49,2485.25,Nano,162506.37
2333,58000.0,13949.37,4793.89,Macro,210060.35
2334,31000.0,10424.8,3181.4,Mega,113449.64
2335,16000.0,2081.86,2995.11,Micro,53803.15
2336,18000.0,6175.36,1206.35,Macro,64055.35
2337,86000.0,28645.12,4707.49,Nano,311670.24
2338,31000.0,15763.98,890.84,Micro,112415.11
2339,26000.0,6436.9,1163.72,Mega,94189.14
2340,39000.0,16495.26,747.08,Nano,138138.03
2341,27000.0,815.59,3082.83,Micro,95103.07
2342,47000.0,14909.39,172.82,Macro,164122.39
2343,83000.0,23661.0,3981.73,Nano,299338.03
2344,98000.0,28552.92,5105.36,Nano,347163.4
2345,61000.0,15322.18,4379.75,Macro,222696.77
2346,86000.0,38575.78,13981.66,Macro,306807.6
2347,95000.0,28920.83,3084.05,Micro,334560.4
2348,30000.0,14790.08,4567.82,Macro,106348.78
2349,77000.0,21795.09,5432.04,Mega,267711.46
2350,77000.0,30670.23,2807.29,Nano,272044.24
2351,46000.0,18904.05,3609.31,Nano,161587.34
2352,74000.0,23059.22,7068.86,Mega,264459.88
2353,69000.0,24574.04,8260.13,Macro,246967.19
2354,100000.0,34771.45,6553.82,Micro,356533.25
2355,92000.0,29340.51,4968.61,Mega,329695.34
2356,10000.0,1203.62,1044.44,Mega,34158.84
2357,79000.0,27414.97,2039.59,Mega,277977.9
2358,78000.0,22767.86,1967.18,Macro,274901.8
2359,96000.0,36339.2,2480.41,Mega,345248.7
2360,44000.0,14631.64,635.24,Nano,156863.27
2361,48000.0,18083.95,3041.88,Micro,174728.14
2362,13000.0,5654.2,3614.72,Micro,47462.72
2363,27000.0,5345.46,1836.59,Micro,96098.69
2364,15000.0,3636.11,732.19,Micro,51803.71
2365,35000.0,6790.02,1234.11,Macro,121927.5
2366,90000.0,33543.96,7805.69,Nano,323002.81
2367,86000.0,23397.4,3278.63,Macro,307629.32
2368,47000.0,18777.37,41.23,Mega,168895.17
2369,87000.0,28083.87,3530.83,Mega,308826.25
2370,96000.0,31775.94,7021.63,Micro,337264.42
2371,15000.0,1446.98,2921.06,Micro,56041.28
2372,29000.0,8031.84,3237.07,Mega,99407.05
2373,26000.0,3497.18,1675.12,Macro,94286.63
2374,90000.0,25802.47,3378.65,Micro,320883.14
2375,32000.0,8060.82,3624.35,Nano,113419.83
2376,43000.0,9487.34,1971.8,Mega,151810.18
2377,99000.0,31397.15,4282.73,Macro,357111.47
2378,100000.0,28656.72,3518.44,Macro,358420.74
2379,21000.0,5935.56,186.16,Macro,70996.41
2380,84000.0,23411.87,3386.45,Nano,304132.31
2381,36000.0,10796.87,3619.46,Micro,125541.35
2382,76000.0,28586.53,8637.17,Nano,267272.64
2383,96000.0,36363.99,4408.97,Micro,338293.95
2384,46000.0,19575.1,4310.97,Macro,162378.72
2385,87000.0,35645.9,5481.84,Macro,307499.93
2386,30000.0,8321.67,139.61,Micro,104427.95
2387,88000.0,23214.47,1176.8,Macro,320173.64
2388,27000.0,13227.66,5247.67,Nano,98781.8
2389,33000.0,13463.89,1837.7,Nano,116792.06
2390,34000.0,13806.2,1953.83,Micro,120067.24
2391,21000.0,9677.6,2621.16,Nano,72678.46
2392,83000.0,33004.41,4937.95,Micro,295456.39
2393,52000.0,25431.44,4587.97,Micro,185734.17
2394,19000.0,7055.65,2038.21,Mega,69141.62
2395,29000.0,13028.37,4531.27,Macro,103919.52
2396,84000.0,24599.18,4602.43,Macro,298581.17
2397,20000.0,11842.57,3544.38,Nano,69635.77
2398,63000.0,28352.59,4695.38,Mega,229141.91
2399,18000.0,8769.27,4472.2,Mega,63571.7
2400,90000.0,24509.16,5201.52,Nano,324393.17
2401,18000.0,15436.84,1949.95,Mega,68538.64
2402,47000.0,18409.11,9195.5,Nano,167739.8
2403,99000.0,28182.37,4826.0,Mega,353003.22
2404,36000.0,5402.29,6949.63,Macro,126940.22
2405,68000.0,19535.55,2056.27,Micro,245082.82
2406,66000.0,24709.53,3145.12,Macro,238779.66
2407,31000.0,13197.16,2334.42,Nano,109683.21
2408,36000.0,66.12,947.36,Micro,129724.32
2409,61000.0,28094.11,4630.81,Mega,215591.48
2410,43000.0,22955.84,3316.62,Micro,153538.32
2411,23000.0,2822.74,2647.98,Nano,82076.2
2412,100000.0,34488.2,9187.2,Mega,360400.05
2413,41000.0,19710.85,2568.99,Mega,144537.6
2414,95000.0,35254.35,7879.23,Micro,337465.17
2415,60000.0,11367.32,820.35,Micro,213482.65
2416,43000.0,18729.29,2593.97,Macro,156539.0
2417,24000.0,14370.81,126.92,Micro,87319.82
2418,97000.0,35151.47,10610.9,Mega,345506.83
2419,21000.0,2535.16,809.43,Macro,75102.98
2420,28000.0,11139.2,3306.2,Micro,103420.82
2421,51000.0,12405.38,2253.73,Mega,182641.15
2422,49000.0,17455.74,3492.27,Macro,170751.65
2423,93000.0,31419.91,6764.27,Micro,334041.39
2424,65000.0,27451.77,4551.9,Macro,235771.19
2425,47000.0,4139.88,1573.4,Macro,164273.68
2426,36000.0,6743.96,1708.18,Micro,129015.02
2427,42000.0,17863.18,4313.0,Macro,152602.19
2428,46000.0,15492.18,1251.59,Macro,164198.89
2429,10000.0,1179.97,939.79,Mega,34205.17
2430,96000.0,29501.64,4919.93,Macro,344090.07
2431,73000.0,28055.28,3205.91,Micro,261079.04
2432,92000.0,31490.86,2679.17,Micro,328502.06
2433,100000.0,30358.93,5196.09,Macro,352304.4
2434,54000.0,26532.73,4434.1,Nano,193261.02
2435,71000.0,19474.16,4433.75,Nano,252052.27
2436,31000.0,10975.9,973.36,Micro,103160.18
2437,69000.0,26580.51,5179.79,Mega,247643.62
2438,92000.0,27354.83,6164.97,Mega,325138.87
2439,10000.0,5134.35,689.81,Micro,36811.14
2440,90000.0,34376.98,5298.16,Mega,321410.92
2441,71000.0,35113.46,4409.21,Mega,255797.12
2442,100000.0,31420.84,2924.1,Micro,357587.13
2443,15000.0,4953.75,903.95,Nano,50810.87
2444,79000.0,27346.14,4091.1,Nano,284778.5
2445,26000.0,1995.92,167.34,Nano,90950.73
2446,87000.0,32390.81,2967.63,Nano,310988.32
2447,73000.0,25827.39,6636.37,Macro,261156.04
2448,53000.0,13902.81,504.15,Micro,188026.77
2449,28000.0,8175.98,989.82,Macro,98667.88
2450,54000.0,18498.58,2407.93,Nano,193340.78
2451,73000.0,30781.78,4857.01,Mega,262510.09
2452,55000.0,10704.03,3313.74,Macro,192220.15
2453,69000.0,20657.85,3726.71,Macro,245803.74
2454,29000.0,20194.55,4263.71,Macro,107747.74
2455,77000.0,34011.82,4378.51,Nano,279706.34
2456,44000.0,19877.38,2927.41,Mega,151101.31
2457,55000.0,21062.08,3820.04,Micro,193609.57
2458,24000.0,7225.8,1333.77,Macro,81653.9
2459,18000.0,9088.53,2109.13,Micro,63820.23
2460,80000.0,17036.89,749.84,Nano,285037.5
2461,40000.0,18002.91,3036.47,Mega,142333.13
2462,59000.0,15502.65,2655.94,Nano,213436.27
2463,80000.0,21638.72,4977.3,Nano,283917.79
2464,35000.0,10024.39,33.31,Nano,125512.75
2465,21000.0,11117.0,298.54,Nano,75672.42
2466,86000.0,19988.65,1227.23,Nano,302160.15
2467,95000.0,33303.69,5275.76,Macro,335740.3
2468,34000.0,7666.73,319.33,Nano,125841.66
2469,22000.0,9616.68,4067.51,Nano,76627.26
2470,89000.0,22987.72,2588.14,Mega,322976.33
2471,83000.0,30250.54,5531.11,Macro,296709.14
2472,54000.0,18676.19,7608.26,Mega,188963.88
2473,69000.0,23474.74,5622.28,Micro,243074.52
2474,86000.0,30683.48,2984.06,Nano,302816.7
2475,94000.0,22119.73,2528.22,Macro,331471.83
2476,13000.0,7486.31,3155.1,Macro,49456.64
2477,90000.0,27873.59,5378.53,Micro,317446.62
2478,11000.0,3538.66,828.5,Nano,41484.9
2479,85000.0,31137.07,7574.49,Nano,304783.01
2480,37000.0,20496.24,842.59,Micro,129700.06
2481,16000.0,10861.23,2575.88,Macro,51934.39
2482,86000.0,33991.33,4794.13,Nano,310350.4
2483,27000.0,2838.15,755.76,Nano,98343.74
2484,35000.0,3862.1,1207.37,Micro,124606.16
2485,16000.0,6067.81,1960.49,Nano,60311.94
2486,98000.0,33649.68,5078.64,Micro,348707.34
2487,66000.0,24667.17,6205.36,Mega,236479.95
2488,34000.0,18308.39,4750.98,Nano,118293.36
2489,66000.0,27964.05,5055.6,Nano,232265.3
2490,48000.0,15838.79,4468.69,Micro,169207.06
2491,65000.0,22518.72,2126.14,Micro,227395.77
2492,54000.0,12498.16,1463.93,Micro,192410.43
2493,89000.0,30085.65,4965.53,Nano,314483.95
2494,24000.0,3745.26,1877.09,Mega,83402.41
2495,83000.0,17029.2,4591.35,Micro,299663.18
2496,64000.0,14198.46,3631.96,Nano,231764.26
2497,48000.0,6591.21,763.79,Macro,168075.05
2498,97000.0,32366.12,2549.59,Nano,351790.47
2499,10000.0,3378.0,2388.98,Mega,33741.92
2500,89000.0,39106.26,8950.14,Macro,316186.35
2501,12000.0,1988.07,2637.87,Mega,43699.49
2502,35000.0,10332.73,2297.24,Mega,125058.09
2503,26000.0,12596.96,2103.35,Micro,91814.86
2504,60000.0,29236.59,8323.85,Nano,210121.64
2505,84000.0,28258.24,4849.9,Mega,298124.01
2506,36000.0,13680.58,2503.55,Macro,125817.24
2507,82000.0,22665.47,2926.56,Mega,291837.19
2508,67000.0,22533.44,1805.95,Nano,241305.24
2509,34000.0,16003.46,5979.96,Micro,117576.79
2510,73000.0,27555.49,2927.05,Micro,258445.13
2511,100000.0,37146.67,6341.6,Nano,355109.39
2512,11000.0,675.87,3259.92,Mega,39782.33
2513,53000.0,12027.83,297.66,Macro,184100.59
2514,13000.0,8222.25,500.02,Mega,45418.48
2515,50000.0,17541.13,4515.25,Nano,180186.98
2516,82000.0,35198.42,5380.12,Mega,290437.97
2517,43000.0,26130.91,8160.68,Micro,157474.92
2518,22000.0,10886.47,1949.23,Micro,78928.08
2519,42000.0,15315.67,605.21,Nano,145500.28
2520,66000.0,21376.08,4584.67,Micro,236574.48
2521,92000.0,31230.12,7478.93,Nano,330390.97
2522,71000.0,27638.6,6434.46,Macro,251979.83
2523,48000.0,16116.0,1698.19,Mega,168005.03
2524,12000.0,12100.64,2985.64,Macro,42689.58
2525,20000.0,10179.6,1182.06,Nano,69841.62
2526,11000.0,7633.01,4595.99,Macro,40911.16
2527,36000.0,4918.87,395.81,Nano,127428.19
2528,50000.0,14218.22,2842.3,Mega,179498.76
2529,39000.0,12285.25,224.4,Micro,131820.56
2530,58000.0,14922.97,4218.23,Mega,207713.96
2531,77000.0,28068.06,4932.78,Micro,274119.99
2532,51000.0,18273.54,4869.75,Nano,177243.54
2533,48000.0,15195.34,735.76,Nano,168768.47
2534,25000.0,11091.26,953.75,Mega,88890.38
2535,31000.0,5381.64,13.63,Micro,102583.57
2536,86000.0,22556.57,3676.14,Mega,303716.64
2537,77000.0,27853.66,4163.34,Macro,275028.5
2538,79000.0,20138.87,1706.8,Micro,279979.03
2539,32000.0,13335.36,2344.05,Nano,116144.32
2540,19000.0,2386.86,601.46,Micro,63176.07
2541,98000.0,37595.14,5830.73,Micro,350397.93
2542,35000.0,1593.06,2974.8,Mega,128469.03
2543,59000.0,26028.47,5427.98,Micro,215791.3
2544,80000.0,31974.0,6889.01,Macro,288996.12
2545,52000.0,19740.44,3888.11,Micro,183627.72
2546,20000.0,3315.55,424.42,Micro,71754.23
2547,16000.0,8801.62,1652.09,Mega,58159.06
2548,97000.0,31551.07,5170.24,Macro,350090.88
2549,13000.0,14.49,1471.71,Micro,45032.33
2550,41000.0,11933.17,379.87,Nano,144628.4
2551,31000.0,6751.33,436.41,Micro,109401.93
2552,38000.0,6215.2,5315.75,Mega,138321.12
2553,40000.0,10139.16,323.43,Macro,141588.69
2554,92000.0,30387.16,5554.09,Mega,328955.88
2555,85000.0,32636.68,6619.13,Macro,304420.0
2556,29000.0,5147.27,515.67,Macro,106949.94
2557,51000.0,27166.99,1952.59,Micro,185146.15
2558,80000.0,27734.99,5223.39,Nano,285425.67
2559,23000.0,13724.18,403.19,Macro,85070.29
2560,82000.0,26521.22,8806.43,Macro,295120.77
2561,79000.0,18800.24,3090.11,Macro,280469.54
2562,88000.0,29880.66,3144.18,Mega,314205.03
2563,18000.0,9081.16,2338.19,Mega,65653.46
2564,58000.0,9560.13,1010.49,Micro,206408.33
2565,40000.0,17984.33,1719.86,Nano,144958.83
2566,78000.0,26621.96,3352.12,Mega,282050.6
2567,34000.0,9997.65,3082.76,Micro,119127.03
2568,47000.0,18990.44,2714.22,Micro,168081.45
2569,18000.0,8991.21,950.59,Micro,62635.7
2570,65000.0,26217.06,5481.3,Macro,228018.14
2571,21000.0,5778.0,342.54,Mega,66496.64
2572,84000.0,29834.29,2578.41,Micro,296142.24
2573,22000.0,5559.32,2410.0,Micro,80303.34
2574,85000.0,34185.9,3882.8,Macro,301130.69
2575,48000.0,21102.76,1895.65,Mega,166631.36
2576,21000.0,9169.82,67.28,Nano,73888.84
2577,42000.0,12589.97,1843.29,Macro,145307.87
2578,26000.0,6527.09,4829.4,Macro,89667.4
2579,33000.0,13925.06,3029.45,Micro,113964.36
2580,11000.0,6886.1,3476.85,Macro,37111.99
2581,44000.0,11410.19,2206.97,Mega,156356.25
2582,41000.0,7275.07,3573.62,Nano,143384.49
2583,77000.0,34147.59,6433.18,Macro,270348.98
2584,40000.0,13819.87,1308.92,Mega,142174.68
2585,35000.0,11021.27,2528.03,Nano,123125.85
2586,43000.0,15505.0,2078.11,Macro,149163.02
2587,79000.0,27440.54,2943.29,Mega,276990.16
2588,25000.0,15028.64,1608.62,Nano,88146.93
2589,46000.0,9020.88,1983.44,Micro,162278.75
2590,37000.0,10000.31,39.4,Mega,132621.35
2591,45000.0,20193.6,4269.13,Micro,158894.85
2592,27000.0,8827.91,3775.34,Nano,93185.85
2593,21000.0,7138.06,2684.3,Nano,73528.73
2594,36000.0,20904.93,1336.25,Nano,129495.48
2595,15000.0,233.44,443.92,Micro,48341.35
2596,82000.0,31216.32,5677.71,Mega,290959.36
2597,63000.0,12937.22,3647.49,Macro,228000.67
2598,80000.0,20536.2,4653.81,Nano,288312.86
2599,34000.0,13051.95,2381.36,Macro,123303.12
2600,39000.0,9448.71,656.32,Nano,133390.31
2601,83000.0,28352.34,3111.93,Macro,302226.88
2602,75000.0,26688.58,7527.45,Nano,267600.76
2603,96000.0,28694.82,1184.93,Macro,347621.74
2604,85000.0,31359.11,3828.1,Mega,304456.87
2605,23000.0,841.23,663.2,Mega,82486.51
2606,88000.0,25326.79,5133.57,Macro,311661.44
2607,39000.0,9429.55,617.18,Micro,138267.7
2608,17000.0,9739.49,3319.24,Nano,60700.06
2609,23000.0,14910.15,3247.08,Mega,80126.35
2610,38000.0,16357.29,910.7,Nano,131012.29
2611,67000.0,22279.88,2004.71,Nano,241656.81
2612,70000.0,21058.15,5146.71,Macro,249811.47
2613,62000.0,23884.65,4740.68,Mega,219881.12
2614,55000.0,19365.33,7680.49,Macro,193556.52
2615,75000.0,22158.42,2535.53,Mega,263507.94
2616,87000.0,30687.09,1275.25,Nano,310815.32
2617,45000.0,15745.23,344.63,Micro,157924.52
2618,86000.0,18589.05,2780.68,Micro,304951.11
2619,80000.0,25320.35,6524.48,Mega,288303.1
2620,36000.0,11663.56,421.87,Micro,130161.05
2621,41000.0,14351.89,3039.99,Micro,147394.67
2622,89000.0,32182.72,3791.25,Macro,316540.03
2623,32000.0,9634.63,4311.25,Macro,117126.08
2624,95000.0,22107.74,785.41,Micro,344851.9
2625,80000.0,24531.55,5517.52,Nano,286002.18
2626,56000.0,22829.31,6750.36,Micro,196568.89
2627,36000.0,1546.54,259.15,Micro,128341.66
2628,92000.0,32507.31,6995.89,Nano,331023.84
2629,54000.0,18122.25,6685.43,Nano,194035.82
2630,16000.0,6717.84,2147.24,Micro,57626.21
2631,11000.0,6327.93,1110.67,Macro,40160.06
2632,58000.0,14522.4,2871.8,Mega,209895.0
2633,12000.0,4553.9,28.85,Macro,44263.61
2634,27000.0,17847.97,3732.88,Mega,95684.59
2635,14000.0,7528.71,627.61,Nano,54689.37
2636,63000.0,24273.73,2836.32,Micro,220863.59
2637,57000.0,18014.15,1533.42,Nano,202387.06
2638,31000.0,9288.7,4012.59,Nano,112345.31
2639,49000.0,16938.07,71.73,Macro,175946.48
2640,32000.0,14484.22,612.04,Micro,112994.22
2641,86000.0,30924.26,4636.85,Mega,304537.47
2642,17000.0,9465.58,3693.05,Nano,63820.33
2643,34000.0,12552.62,1431.27,Micro,118998.3
2644,69000.0,23383.08,6090.08,Macro,246875.41
2645,40000.0,13504.09,1567.27,Mega,139075.15
2646,80000.0,27563.67,1277.63,Micro,284057.95
2647,70000.0,25228.58,1980.81,Mega,251403.64
2648,36000.0,19245.74,229.96,Mega,123307.23
2649,21000.0,4015.28,73.87,Macro,73514.36
2650,90000.0,32265.46,5473.18,Micro,317385.81
2651,18000.0,6770.56,753.33,Macro,69647.08
2652,22000.0,16955.07,3637.02,Micro,78035.77
2653,72000.0,15431.29,3006.83,Macro,258028.84
2654,44000.0,16484.92,1282.19,Micro,157005.89
2655,89000.0,31378.89,3746.04,Mega,318783.05
2656,89000.0,33228.96,5274.59,Macro,321277.39
2657,60000.0,23781.88,1048.03,Nano,213272.47
2658,42000.0,9080.77,3203.52,Nano,146910.15
2659,82000.0,27298.86,2750.43,Mega,289523.01
2660,98000.0,32902.47,4878.58,Nano,349540.61
2661,87000.0,30910.3,7642.07,Micro,310800.9
2662,72000.0,29094.33,4461.36,Macro,256141.15
2663,57000.0,22689.35,4243.39,Nano,200784.35
2664,45000.0,15753.55,714.26,Micro,157629.73
2665,15000.0,6092.33,2210.37,Mega,53900.32
2666,21000.0,17189.91,237.53,Macro,73147.38
2667,99000.0,27322.09,2769.97,Macro,351389.66
2668,33000.0,14236.28,1756.97,Macro,118742.72
2669,28000.0,12274.42,323.52,Nano,95352.76
2670,43000.0,8871.4,3545.25,Macro,154022.66
2671,13000.0,4450.94,3332.88,Macro,46048.62
2672,14000.0,10434.0,2627.86,Micro,49622.91
2673,63000.0,23040.77,5078.55,Micro,225409.37
2674,39000.0,13195.98,423.43,Macro,139197.16
2675,21000.0,3580.58,165.21,Macro,74516.77
2676,64000.0,20972.24,2587.76,Macro,230661.7
2677,57000.0,20732.06,5623.28,Mega,207486.32
2678,84000.0,26766.45,3817.54,Mega,294202.87
2679,92000.0,33396.05,4480.49,Nano,321750.47
2680,58000.0,19608.66,2155.24,Macro,210458.49
2681,40000.0,9006.92,1575.54,Macro,139580.65
2682,70000.0,21178.77,1700.15,Macro,250482.69
2683,20000.0,7518.26,1381.46,Nano,68425.01
2684,60000.0,17691.73,3241.37,Nano,216078.96
2685,95000.0,26526.48,7958.53,Micro,336369.16
2686,50000.0,14196.53,137.83,Mega,174874.07
2687,100000.0,33567.4,6740.52,Macro,353622.05
2688,89000.0,25806.3,788.52,Macro,316709.45
2689,47000.0,8019.41,780.99,Micro,163566.91
2690,47000.0,15701.34,377.18,Nano,172141.21
2691,70000.0,25918.33,4768.47,Nano,252106.76
2692,29000.0,8503.71,3662.49,Macro,101746.12
2693,64000.0,13134.94,2703.72,Micro,223533.89
2694,77000.0,29756.75,3156.46,Macro,279061.51
2695,50000.0,18263.06,4050.82,Mega,180442.4
2696,21000.0,17192.14,1894.45,Micro,77195.92
2697,69000.0,25034.7,9204.86,Macro,239568.09
2698,65000.0,26471.86,6427.11,Nano,233843.1
2699,30000.0,10302.73,3030.38,Micro,108122.22
2700,46000.0,20353.9,3989.67,Macro,165840.81
2701,61000.0,23623.33,386.92,Mega,219389.83
2702,72000.0,17981.94,1675.08,Micro,248802.38
2703,39000.0,14016.95,3105.42,Nano,142345.38
2704,97000.0,32494.73,6186.57,Macro,347877.62
2705,87000.0,38176.05,6963.6,Mega,307416.33
2706,89000.0,32452.09,4445.17,Micro,324589.28
2707,36000.0,7734.77,1820.9,Micro,124762.12
2708,60000.0,19083.72,2884.63,Nano,211652.18
2709,19000.0,12669.97,1461.19,Mega,69721.38
2710,24000.0,12879.17,569.85,Nano,84355.62
2711,56000.0,25107.14,7154.16,Mega,201363.86
2712,66000.0,17009.48,6048.2,Macro,240498.9
2713,91000.0,31570.9,5354.75,Nano,331867.17
2714,65000.0,13283.16,1042.5,Nano,234953.62
2715,56000.0,20551.28,1437.49,Micro,200475.81
2716,21000.0,9726.09,863.38,Nano,75927.8
2717,52000.0,17238.65,7172.55,Nano,188963.48
2718,36000.0,10566.14,2638.89,Mega,128416.59
2719,79000.0,25067.55,3429.95,Mega,285761.59
2720,74000.0,21604.8,4666.19,Macro,261471.79
2721,84000.0,26410.66,5163.95,Nano,298971.19
2722,51000.0,18957.38,2877.56,Macro,183484.05
2723,20000.0,4218.48,2092.68,Micro,68123.64
2724,20000.0,12229.88,5542.36,Micro,75933.83
2725,45000.0,17450.57,3797.95,Micro,156794.31
2726,63000.0,20356.93,1927.4,Nano,222501.67
2727,82000.0,27116.57,4626.63,Mega,291531.42
2728,43000.0,13704.87,2218.97,Nano,151268.87
2729,10000.0,2563.28,2194.33,Nano,36919.18
2730,28000.0,6698.58,2975.87,Mega,97083.23
2731,96000.0,25736.68,4179.37,Nano,346940.01
2732,21000.0,4192.3,1011.6,Micro,75341.14
2733,41000.0,4510.23,651.58,Mega,148907.36
2734,69000.0,31301.0,4080.0,Nano,247955.15
2735,64000.0,22194.58,3116.9,Macro,228638.82
2736,81000.0,29098.84,3436.52,Nano,288835.41
2737,91000.0,27360.26,6603.77,Micro,320467.34
2738,84000.0,29659.12,5892.87,Nano,300331.84
2739,93000.0,37708.03,6430.95,Macro,326264.98
2740,99000.0,33429.6,6443.25,Macro,353469.16
2741,70000.0,23216.95,4202.65,Micro,250252.15
2742,90000.0,28380.52,4338.47,Nano,318627.48
2743,34000.0,3974.18,2878.87,Nano,117620.9
2744,26000.0,2170.69,57.92,Macro,91768.13
2745,64000.0,14493.72,737.13,Micro,228670.55
2746,97000.0,38242.73,7117.01,Micro,350114.04
2747,73000.0,30282.91,4224.37,Nano,260254.69
2748,54000.0,22938.01,49.66,Nano,188461.11
2749,18000.0,3398.24,905.12,Macro,64502.58
2750,38000.0,12253.05,2427.71,Micro,137920.76
2751,43000.0,10062.45,247.26,Nano,154891.77
2752,38000.0,21826.41,2802.77,Nano,132726.95
2753,79000.0,17971.81,1541.12,Micro,281534.28
2754,63000.0,28527.95,3168.88,Macro,224466.24
2755,28000.0,7273.57,2962.68,Macro,105732.89
2756,33000.0,13349.91,1461.0,Nano,116126.71
2757,96000.0,34659.53,2733.31,Macro,342498.39
2758,47000.0,17987.68,4832.0,Mega,169777.09
2759,63000.0,19283.72,481.81,Nano,224112.96
2760,82000.0,29497.39,6111.23,Micro,291319.49
2761,48000.0,18011.69,5942.59,Macro,164700.88
2762,82000.0,28754.52,1621.09,Mega,291324.03
2763,31000.0,9926.31,2270.71,Macro,112493.11
2764,18000.0,9714.07,3383.36,Mega,65420.7
2765,30000.0,5232.2,2164.88,Macro,101293.76
2766,20000.0,4307.58,47.12,Mega,72181.07
2767,29000.0,7868.45,1960.64,Nano,99310.09
2768,15000.0,5139.07,1558.48,Micro,52298.45
2769,74000.0,16777.99,2297.89,Macro,261217.14
2770,23000.0,13310.99,731.71,Nano,76321.36
2771,81000.0,24005.79,3774.5,Micro,287932.15
2772,83000.0,34685.1,10030.24,Mega,298639.41
2773,69000.0,23615.3,5555.74,Macro,246137.61
2774,10000.0,858.81,3621.61,Mega,36882.3
2775,94000.0,30402.43,5207.84,Micro,336168.09
2776,37000.0,12262.2,438.13,Macro,136556.18
2777,11000.0,4205.79,3058.64,Mega,38634.2
2778,98000.0,25838.42,6986.83,Micro,353134.0
2779,63000.0,23563.85,7897.15,Macro,225161.2
2780,24000.0,7225.16,1.32,Macro,86453.86
2781,33000.0,11224.19,5585.57,Mega,115060.69
2782,25000.0,6289.6,1761.4,Nano,89589.71
2783,43000.0,15695.5,4621.33,Nano,156959.33
2784,52000.0,15701.65,3943.08,Macro,184883.21
2785,87000.0,24951.78,1015.74,Nano,303878.26
2786,68000.0,29195.33,8045.76,Nano,245639.19
2787,90000.0,32326.48,5609.71,Mega,322000.24
2788,62000.0,16444.35,7490.0,Nano,217919.01
2789,46000.0,13979.24,891.25,Macro,162969.96
2790,96000.0,22751.35,8688.0,Nano,345893.9
2791,77000.0,16074.02,2696.29,Nano,274931.85
2792,90000.0,30484.65,5005.5,Mega,316461.12
2793,83000.0,23076.34,831.08,Micro,291962.44
2794,19000.0,5263.21,1251.41,Mega,71442.51
2795,27000.0,14125.24,417.05,Mega,95880.47
2796,42000.0,15646.85,1920.96,Nano,151069.74
2797,62000.0,17037.47,1778.59,Mega,222080.01
2798,64000.0,19210.62,3087.82,Macro,221731.67
2799,87000.0,27734.89,3636.0,Micro,315318.65
2800,28000.0,13168.72,1873.04,Mega,99095.62
2801,11000.0,2588.07,331.17,Mega,37481.39
2802,60000.0,22402.89,5276.3,Nano,212498.58
2803,28000.0,7949.13,926.51,Mega,102815.12
2804,54000.0,19272.66,1302.01,Micro,194356.42
2805,66000.0,32862.19,8186.19,Mega,238068.83
2806,35000.0,15253.55,935.73,Macro,123656.19
2807,76000.0,30702.26,6693.9,Micro,267521.99
2808,62000.0,23674.23,3363.06,Micro,218999.85
2809,54000.0,12981.35,2751.05,Macro,194095.5
2810,39000.0,10980.95,1069.79,Nano,135888.97
2811,79000.0,24333.47,4355.75,Mega,283125.21
2812,70000.0,20777.17,2831.54,Macro,245242.72
2813,75000.0,25674.94,2394.66,Macro,267179.01
2814,53000.0,18850.81,4566.44,Micro,186935.65
2815,23000.0,6721.85,1367.69,Nano,82437.57
2816,43000.0,23363.0,3930.57,Macro,146286.78
2817,24000.0,7163.76,3215.15,Micro,87760.36
2818,26000.0,5928.31,2032.74,Micro,85562.81
2819,49000.0,13503.07,392.22,Micro,172795.17
2820,33000.0,10150.51,2311.2,Nano,118226.79
2821,59000.0,21299.73,6145.55,Mega,209560.11
2822,76000.0,25095.98,3588.91,Mega,272421.34
2823,100000.0,32148.21,7565.1,Micro,362042.12
2824,96000.0,37916.34,5817.88,Mega,335966.69
2825,23000.0,6662.27,142.95,Nano,83415.36
2826,68000.0,20857.48,5305.81,Nano,244633.52
2827,20000.0,5063.96,37.36,Micro,66385.44
